"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month"
"Austin-Round Rock","TX",2250,1521,52,59,618,4
"Bakersfield","CA",545,510,4,11,20,4
"Baltimore-Towson","MD",790,706,0,6,78,4
"Bangor","ME",37,27,2,8,0,4
"Barnstable Town","MA",108,95,0,0,13,4
"Baton Rouge","LA",454,395,2,0,57,4
"Battle Creek","MI",8,8,0,0,0,4
"Bay City","MI",1,1,0,0,0,4
"Beaumont-Port Arthur","TX",92,42,0,0,50,4
"Bellingham","WA",100,84,6,0,10,4
"Bend","OR",330,318,4,8,0,4
"Billings","MT",50,50,0,0,0,4
"Binghamton","NY",7,7,0,0,0,4
"Birmingham-Hoover","AL",556,556,0,0,0,4
"Bismarck","ND",89,85,0,4,0,4
"Bloomington","IN",54,44,0,0,10,4
"Bloomington-Normal","IL",52,46,0,0,6,4
"Boise City-Nampa","ID",891,843,20,28,0,4
"Boston-Cambridge-Quincy","MA-NH",1935,617,64,80,1174,4
"Boulder","CO",44,33,0,3,8,4
"Bowling Green","KY",67,67,0,0,0,4
"Bremerton-Silverdale","WA",100,79,0,0,21,4
"Bridgeport-Stamford-Norwalk","CT",126,103,6,4,13,4
"Brownsville-Harlingen","TX",310,300,10,0,0,4
"Brunswick","GA",83,77,0,0,6,4
"Buffalo-Niagara Falls","NY",138,86,2,0,50,4
"Burlington","NC",145,145,0,0,0,4
"Burlington-South Burlington","VT",51,39,4,3,5,4
"Canton-Massillon","OH",72,72,0,0,0,4
"Cape Coral-Fort Myers","FL",1817,1539,10,8,260,4
"Carson City","NV",3,3,0,0,0,4
"Casper","WY",23,23,0,0,0,4
"Cedar Rapids","IA",103,85,8,10,0,4
"Champaign-Urbana","IL",95,69,2,0,24,4
"Charleston","WV",29,29,0,0,0,4
"Charleston-North Charleston","SC",687,604,12,7,64,4
"Charlotte-Gastonia-Concord","NC-SC",2513,1793,10,4,706,4
"Charlottesville","VA",86,86,0,0,0,4
"Chattanooga","TN-GA",223,203,8,6,6,4
"Cheyenne","WY",65,50,0,4,11,4
"Chicago-Naperville-Joliet","IL-IN-WI",4167,2842,54,194,1077,4
"Chico","CA",135,135,0,0,0,4
"Cincinnati-Middletown","OH-KY-IN",958,839,6,34,79,4
"Clarksville","TN-KY",206,154,0,40,12,4
"Cleveland","TN",68,61,4,3,0,4
"Cleveland-Elyria-Mentor","OH",492,452,8,22,10,4
"Coeur dAlene","ID",167,104,0,0,63,4
"College Station-Bryan","TX",136,128,0,8,0,4
"Colorado Springs","CO",518,501,0,4,13,4
"Columbia","MO",170,128,22,3,17,4
"Columbia","SC",581,519,2,0,60,4
"Columbus","GA-AL",184,148,0,4,32,4
"Columbus","IN",30,30,0,0,0,4
"Columbus","OH",800,613,12,28,147,4
"Corpus Christi","TX",168,137,6,0,25,4
"Corvallis","OR",10,10,0,0,0,4
"Cumberland","MD-WV",10,10,0,0,0,4
"Dallas-Fort Worth-Arlington","TX",4843,4339,26,12,466,4
"Dalton","GA",73,59,2,3,9,4
"Danville","IL",0,0,0,0,0,4
"Danville","VA",20,20,0,0,0,4
"Davenport-Moline-Rock Island","IA-IL",59,55,4,0,0,4
"Dayton","OH",167,156,6,0,5,4
"Decatur","AL",39,39,0,0,0,4
"Decatur","IL",0,0,0,0,0,4
"Deltona-Daytona Beach-Ormond Beach","FL",416,296,0,4,116,4
"Denver-Aurora","CO",1792,1206,0,10,576,4
"Des Moines-West Des Moines","IA",464,416,0,8,40,4
"Detroit-Warren-Livonia","MI",983,667,6,6,304,4
"Dothan","AL",48,48,0,0,0,4
"Dover","DE",145,133,0,0,12,4
"Dubuque","IA",40,35,2,3,0,4
"Duluth","MN-WI",71,59,4,3,5,4
"Durham","NC",367,367,0,0,0,4
"Eau Claire","WI",63,59,4,0,0,4
"El Centro","CA",107,95,0,0,12,4
"El Paso","TX",443,290,0,153,0,4
"Elizabethtown","KY",47,47,0,0,0,4
"Elkhart-Goshen","IN",72,72,0,0,0,4
"Elmira","NY",3,3,0,0,0,4
"Erie","PA",28,26,2,0,0,4
"Eugene-Springfield","OR",303,107,4,0,192,4
"Evansville","IN-KY",122,101,4,3,14,4
"Fairbanks","AK",43,27,12,4,0,4
"Fargo","ND-MN",206,150,0,4,52,4
"Farmington","NM",45,45,0,0,0,4
"Fayetteville","NC",419,259,0,0,160,4
"Fayetteville-Springdale-Rogers","AR-MO",582,422,58,21,81,4
"Flagstaff","AZ",129,65,0,0,64,4
"Flint","MI",71,47,0,0,24,4
"Florence","SC",69,69,0,0,0,4
"Florence-Muscle Shoals","AL",23,23,0,0,0,4
"Fond du Lac","WI",10,10,0,0,0,4
"Fort Collins-Loveland","CO",181,149,0,0,32,4
"Fort Smith","AR-OK",49,49,0,0,0,4
"Fort Walton Beach-Crestview-Destin","FL",153,86,0,3,64,4
"Fort Wayne","IN",191,107,52,0,32,4
"Fresno","CA",356,255,6,7,88,4
"Gadsden","AL",13,13,0,0,0,4
"Gainesville","FL",137,103,0,0,34,4
"Gainesville","GA",132,105,0,10,17,4
"Glens Falls","NY",47,44,0,3,0,4
"Goldsboro","NC",45,43,2,0,0,4
"Grand Forks","ND-MN",24,24,0,0,0,4
"Grand Junction","CO",115,115,0,0,0,4
"Grand Rapids-Wyoming","MI",286,272,2,0,12,4
"Great Falls","MT",15,15,0,0,0,4
"Greeley","CO",275,246,0,0,29,4
"Green Bay","WI",130,113,6,0,11,4
"Greensboro-High Point","NC",477,408,2,4,63,4
"Greenville","NC",151,131,20,0,0,4
"Greenville","SC",421,421,0,0,0,4
"Gulfport-Biloxi","MS",253,243,10,0,0,4
"Hagerstown-Martinsburg","MD-WV",180,170,10,0,0,4
"Hanford-Corcoran","CA",59,57,2,0,0,4
"Harrisburg-Carlisle","PA",97,97,0,0,0,4
"Harrisonburg","VA",134,132,2,0,0,4
"Hartford-West Hartford-East Hartford","CT",240,205,6,0,29,4
"Hattiesburg","MS",15,15,0,0,0,4
"Hickory-Lenoir-Morganton","NC",139,137,2,0,0,4
"Hinesville-Fort Stewart","GA",0,0,0,0,0,4
"Holland-Grand Haven","MI",101,67,0,3,31,4
"Honolulu","HI",116,110,0,0,6,4
"Hot Springs","AR",13,13,0,0,0,4
"Houma-Bayou Cane-Thibodaux","LA",69,69,0,0,0,4
"Houston-Sugar Land-Baytown","TX",5729,4393,32,245,1059,4
"Huntington-Ashland","WV-KY-OH",6,6,0,0,0,4
"Huntsville","AL",250,250,0,0,0,4
"Idaho Falls","ID",149,141,0,8,0,4
"Indianapolis-Carmel","IN",1053,889,24,19,121,4
"Iowa City","IA",61,53,2,0,6,4
"Ithaca","NY",9,4,0,0,5,4
"Jackson","MI",14,14,0,0,0,4
"Jackson","MS",285,285,0,0,0,4
"Jackson","TN",44,44,0,0,0,4
"Jacksonville","FL",1355,1263,24,0,68,4
"Jacksonville","NC",110,100,10,0,0,4
"Janesville","WI",69,43,2,3,21,4
"Jefferson City","MO",20,20,0,0,0,4
"Johnson City","TN",71,71,0,0,0,4
"Johnstown","PA",3,3,0,0,0,4
"Jonesboro","AR",73,71,2,0,0,4
"Joplin","MO",23,18,0,0,5,4
"Kalamazoo-Portage","MI",53,53,0,0,0,4
"Kankakee-Bradley","IL",13,13,0,0,0,4
"Kansas City","MO-KS",990,926,20,28,16,4
"Kennewick-Richland-Pasco","WA",162,139,2,12,9,4
"Killeen-Temple-Fort Hood","TX",212,196,12,4,0,4
"Kingsport-Bristol-Bristol","TN-VA",70,65,0,0,5,4
"Kingston","NY",38,31,0,0,7,4
"Knoxville","TN",347,311,4,8,24,4
"Kokomo","IN",15,15,0,0,0,4
"La Crosse","WI-MN",56,53,0,3,0,4
"Lafayette","IN",46,46,0,0,0,4
"Lafayette","LA",129,126,0,3,0,4
"Lake Charles","LA",32,25,2,0,5,4
"Lakeland","FL",598,598,0,0,0,4
"Lancaster","PA",115,97,2,4,12,4
"Lansing-East Lansing","MI",159,91,0,0,68,4
"Laredo","TX",192,152,0,8,32,4
"Las Cruces","NM",159,153,2,4,0,4
"Las Vegas-Paradise","NV",2687,2200,0,42,445,4
"Lawrence","KS",25,25,0,0,0,4
"Lawton","OK",29,29,0,0,0,4
"Lebanon","PA",44,44,0,0,0,4
"Lewiston","ID-WA",36,4,0,0,32,4
"Lewiston-Auburn","ME",30,26,4,0,0,4
"Lexington-Fayette","KY",387,347,0,7,33,4
"Lima","OH",5,5,0,0,0,4
"Lincoln","NE",112,99,2,0,11,4
"Little Rock-North Little Rock","AR",313,293,12,0,8,4
"Logan","UT-ID",53,39,0,9,5,4
"Longview","TX",22,22,0,0,0,4
"Longview","WA",37,37,0,0,0,4
"Los Angeles-Long Beach-Santa Ana","CA",3402,1618,52,62,1670,4
"Louisville-Jefferson County","KY-IN",345,301,4,4,36,4
"Lubbock","TX",106,106,0,0,0,4
"Lynchburg","VA",144,144,0,0,0,4
"Macon","GA",60,60,0,0,0,4
"Madera","CA",105,105,0,0,0,4
"Madison","WI",379,227,22,45,85,4
"Manchester-Nashua","NH",103,85,4,8,6,4
"Mansfield","OH",14,14,0,0,0,4
"McAllen-Edinburg-Mission","TX",752,696,2,43,11,4
"Medford","OR",130,108,2,0,20,4
"Memphis","TN-MS-AR",745,742,0,3,0,4
"Merced","CA",225,219,2,4,0,4
"Miami-Fort Lauderdale-Miami Beach","FL",3136,1089,44,71,1932,4
"Michigan City-La Porte","IN",29,29,0,0,0,4
"Midland","TX",44,44,0,0,0,4
"Milwaukee-Waukesha-West Allis","WI",347,252,18,34,43,4
"Minneapolis-St. Paul-Bloomington","MN-WI",1378,1220,12,13,133,4
"Missoula","MT",44,28,2,0,14,4
"Mobile","AL",183,166,0,0,17,4
"Modesto","CA",314,264,2,0,48,4
"Monroe","LA",58,46,0,0,12,4
"Monroe","MI",31,31,0,0,0,4
"Montgomery","AL",149,149,0,0,0,4
"Morgantown","WV",3,3,0,0,0,4
"Morristown","TN",70,70,0,0,0,4
"Mount Vernon-Anacortes","WA",54,54,0,0,0,4
"Muncie","IN",12,12,0,0,0,4
"Muskegon-Norton Shores","MI",18,14,4,0,0,4
"Myrtle Beach-Conway-North Myrtle Beach","SC",745,574,0,0,171,4
"Napa","CA",7,7,0,0,0,4
"Naples-Marco Island","FL",524,345,0,80,99,4
"Nashville-Davidson--Murfreesboro","TN",1151,1111,20,0,20,4
"New Haven-Milford","CT",149,100,2,3,44,4
"New Orleans-Metairie-Kenner","LA",389,364,2,0,23,4
"New York-Northern New Jersey-Long Island","NY-NJ-PA",4464,1485,428,518,2033,4
"Niles-Benton Harbor","MI",10,10,0,0,0,4
"Norwich-New London","CT",87,54,6,0,27,4
"Ocala","FL",680,677,0,3,0,4
"Ocean City","NJ",85,69,16,0,0,4
"Odessa","TX",18,18,0,0,0,4
"Ogden-Clearfield","UT",313,306,0,7,0,4
"Oklahoma City","OK",739,681,4,3,51,4
"Olympia","WA",168,152,16,0,0,4
"Omaha-Council Bluffs","NE-IA",390,376,14,0,0,4
"Orlando-Kissimmee","FL",3088,2406,2,4,676,4
"Oshkosh-Neenah","WI",32,32,0,0,0,4
"Owensboro","KY",32,32,0,0,0,4
"Oxnard-Thousand Oaks-Ventura","CA",466,315,14,4,133,4
"Palm Bay-Melbourne-Titusville","FL",610,439,2,3,166,4
"Panama City-Lynn Haven","FL",600,87,8,68,437,4
"Parkersburg-Marietta-Vienna","WV-OH",16,16,0,0,0,4
"Pascagoula","MS",105,103,2,0,0,4
"Pensacola-Ferry Pass-Brent","FL",158,154,4,0,0,4
"Peoria","IL",47,37,10,0,0,4
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",1491,1078,12,22,379,4
"Phoenix-Mesa-Scottsdale","AZ",4373,3374,10,116,873,4
"Pine Bluff","AR",15,10,0,0,5,4
"Pittsburgh","PA",397,357,6,14,20,4
"Pittsfield","MA",4,4,0,0,0,4
"Pocatello","ID",47,45,2,0,0,4
"Port St. Lucie-Fort Pierce","FL",767,631,0,6,130,4
"Portland-South Portland-Biddeford","ME",249,217,8,6,18,4
"Portland-Vancouver-Beaverton","OR-WA",1552,1005,42,17,488,4
"Poughkeepsie-Newburgh-Middletown","NY",101,75,0,0,26,4
"Prescott","AZ",274,268,0,6,0,4
"Providence-New Bedford-Fall River","RI-MA",286,203,18,15,50,4
"Provo-Orem","UT",465,416,4,21,24,4
"Pueblo","CO",116,116,0,0,0,4
"Punta Gorda","FL",307,219,12,20,56,4
"Racine","WI",77,73,4,0,0,4
"Raleigh-Cary","NC",1655,1230,4,3,418,4
"Rapid City","SD",68,66,2,0,0,4
"Reading","PA",67,67,0,0,0,4
"Redding","CA",51,43,0,8,0,4
"Reno-Sparks","NV",358,327,2,18,11,4
"Richmond","VA",910,884,0,8,18,4
"Riverside-San Bernardino-Ontario","CA",4310,3915,80,11,304,4
"Roanoke","VA",110,105,0,0,5,4
"Rochester","MN",90,77,0,0,13,4
"Rochester","NY",111,107,4,0,0,4
"Rockford","IL",199,178,8,7,6,4
"Rocky Mount","NC",55,47,4,4,0,4
"Rome","GA",39,35,4,0,0,4
"Sacramento--Arden-Arcade--Roseville","CA",901,748,16,21,116,4
"Saginaw-Saginaw Township North","MI",19,19,0,0,0,4
"Salem","OR",140,114,4,3,19,4
"Salinas","CA",61,61,0,0,0,4
"Salisbury","MD",65,53,0,0,12,4
"Salt Lake City","UT",602,560,8,26,8,4
"San Angelo","TX",28,28,0,0,0,4
"San Antonio","TX",1461,1063,0,8,390,4
"San Diego-Carlsbad-San Marcos","CA",462,356,8,12,86,4
"San Francisco-Oakland-Fremont","CA",809,533,2,3,271,4
"San Jose-Sunnyvale-Santa Clara","CA",502,130,0,0,372,4
"San Luis Obispo-Paso Robles","CA",129,101,2,6,20,4
"Sandusky","OH",6,0,0,0,6,4
"Santa Barbara-Santa Maria","CA",91,83,2,6,0,4
"Santa Cruz-Watsonville","CA",36,34,2,0,0,4
"Santa Fe","NM",42,42,0,0,0,4
"Santa Rosa-Petaluma","CA",153,93,0,0,60,4
"Sarasota-Bradenton-Venice","FL",582,395,12,8,167,4
"Savannah","GA",266,247,2,12,5,4
"Scranton--Wilkes-Barre","PA",42,42,0,0,0,4
"Seattle-Tacoma-Bellevue","WA",2564,1326,34,55,1149,4
"Sebastian-Vero Beach","FL",321,291,0,0,30,4
"Sheboygan","WI",14,12,2,0,0,4
"Sherman-Denison","TX",2,2,0,0,0,4
"Shreveport-Bossier City","LA",206,155,10,0,41,4
"Sioux City","IA-NE-SD",17,15,2,0,0,4
"Sioux Falls","SD",182,172,2,8,0,4
"South Bend-Mishawaka","IN-MI",56,40,0,0,16,4
"Spartanburg","SC",195,195,0,0,0,4
"Spokane","WA",221,221,0,0,0,4
"Springfield","IL",40,25,10,0,5,4
"Springfield","MA",57,51,6,0,0,4
"Springfield","MO",275,213,28,0,34,4
"Springfield","OH",13,13,0,0,0,4
"St. Cloud","MN",113,108,0,0,5,4
"St. George","UT",250,200,2,0,48,4
"St. Joseph","MO-KS",26,14,12,0,0,4
"St. Louis","MO-IL",1114,1005,26,29,54,4
"State College","PA",61,35,2,0,24,4
"Stockton","CA",311,309,2,0,0,4
"Sumter","SC",49,45,4,0,0,4
"Syracuse","NY",97,89,0,0,8,4
"Tallahassee","FL",358,243,6,20,89,4
"Tampa-St. Petersburg-Clearwater","FL",2106,1851,8,22,225,4
"Terre Haute","IN",34,24,2,0,8,4
"Texarkana","TX-Texarkana",28,22,6,0,0,4
"Toledo","OH",143,132,2,4,5,4
"Topeka","KS",91,75,12,4,0,4
"Trenton-Ewing","NJ",71,69,2,0,0,4
"Tucson","AZ",771,742,10,4,15,4
"Tulsa","OK",485,485,0,0,0,4
"Tuscaloosa","AL",89,89,0,0,0,4
"Tyler","TX",47,36,0,3,8,4
"Utica-Rome","NY",2,2,0,0,0,4
"Valdosta","GA",83,71,4,3,5,4
"Vallejo-Fairfield","CA",101,97,0,4,0,4
"Victoria","TX",10,10,0,0,0,4
"Vineland-Millville-Bridgeton","NJ",54,50,0,4,0,4
"Virginia Beach-Norfolk-Newport News","VA-NC",628,510,22,15,81,4
"Visalia-Porterville","CA",208,176,8,24,0,4
"Waco","TX",47,45,2,0,0,4
"Warner Robins","GA",138,138,0,0,0,4
"Washington-Arlington-Alexandria","DC-VA-MD-WV",2735,1776,4,0,955,4
"Waterloo-Cedar Falls","IA",38,30,0,0,8,4
"Wausau","WI",58,54,0,4,0,4
"Weirton-Steubenville","WV-OH",1,1,0,0,0,4
"Wenatchee","WA",49,49,0,0,0,4
"Wheeling","WV-OH",0,0,0,0,0,4
"Wichita Falls","TX",20,20,0,0,0,4
"Wichita","KS",178,176,2,0,0,4
"Williamsport","PA",3,3,0,0,0,4
"Wilmington","NC",530,498,2,12,18,4
"Winchester","VA-WV",122,122,0,0,0,4
"Winston-Salem","NC",257,257,0,0,0,4
"Worcester","MA",161,153,2,6,0,4
"Yakima","WA",35,35,0,0,0,4
"York-Hanover","PA",255,223,0,3,29,4
"Youngstown-Warren-Boardman","OH-PA",76,67,6,3,0,4
"Yuba City","CA",73,73,0,0,0,4
"Yuma","AZ",117,112,0,0,5,4
"Abilene","TX",21,19,2,0,0,5
"Akron","OH",164,140,0,7,17,5
"Albany","GA",68,58,2,3,5,5
"Albany-Schenectady-Troy","NY",116,92,0,4,20,5
"Albuquerque","NM",592,555,0,6,31,5
"Alexandria","LA",60,60,0,0,0,5
"Allentown-Bethlehem-Easton","PA-NJ",381,354,4,8,15,5
"Altoona","PA",2,2,0,0,0,5
"Amarillo","TX",64,64,0,0,0,5
"Ames","IA",64,28,0,0,36,5
"Anchorage","AK",367,127,44,0,196,5
"Anderson","IN",17,17,0,0,0,5
"Anderson","SC",105,105,0,0,0,5
"Ann Arbor","MI",59,52,2,0,5,5
"Anniston-Oxford","AL",46,15,0,24,7,5
"Appleton","WI",82,46,4,0,32,5
"Asheville","NC",357,301,4,8,44,5
"Athens-Clarke County","GA",150,139,0,0,11,5
"Atlanta-Sandy Springs-Marietta","GA",7734,5315,22,41,2356,5
"Atlantic City","NJ",133,131,2,0,0,5
"Auburn-Opelika","AL",245,130,0,0,115,5
"Augusta-Richmond County","GA-SC",313,313,0,0,0,5
"Austin-Round Rock","TX",1835,1525,26,9,275,5
"Bakersfield","CA",658,548,10,36,64,5
"Baltimore-Towson","MD",567,492,2,0,73,5
"Bangor","ME",40,28,0,12,0,5
"Barnstable Town","MA",84,71,0,0,13,5
"Baton Rouge","LA",576,519,0,9,48,5
"Battle Creek","MI",18,12,0,0,6,5
"Bay City","MI",7,7,0,0,0,5
"Beaumont-Port Arthur","TX",56,56,0,0,0,5
"Bellingham","WA",159,124,0,0,35,5
"Bend","OR",379,367,8,4,0,5
"Billings","MT",64,64,0,0,0,5
"Binghamton","NY",8,8,0,0,0,5
"Birmingham-Hoover","AL",635,587,4,0,44,5
"Bismarck","ND",64,60,0,4,0,5
"Bloomington","IN",50,40,10,0,0,5
"Bloomington-Normal","IL",57,47,0,0,10,5
"Boise City-Nampa","ID",957,896,6,55,0,5
"Boston-Cambridge-Quincy","MA-NH",1218,574,88,111,445,5
"Boulder","CO",49,41,0,0,8,5
"Bowling Green","KY",82,72,0,0,10,5
"Bremerton-Silverdale","WA",85,85,0,0,0,5
"Bridgeport-Stamford-Norwalk","CT",259,115,2,0,142,5
"Brownsville-Harlingen","TX",247,239,4,4,0,5
"Brunswick","GA",90,85,0,0,5,5
"Buffalo-Niagara Falls","NY",330,142,34,4,150,5
"Burlington","NC",134,134,0,0,0,5
"Burlington-South Burlington","VT",53,45,4,4,0,5
"Canton-Massillon","OH",205,200,0,0,5,5
"Cape Coral-Fort Myers","FL",1751,1523,0,0,228,5
"Carson City","NV",11,11,0,0,0,5
"Casper","WY",60,60,0,0,0,5
"Cedar Rapids","IA",145,76,6,42,21,5
"Champaign-Urbana","IL",135,91,0,3,41,5
"Charleston","WV",34,34,0,0,0,5
"Charleston-North Charleston","SC",813,665,48,27,73,5
"Charlotte-Gastonia-Concord","NC-SC",2034,1970,12,7,45,5
"Charlottesville","VA",90,80,0,0,10,5
"Chattanooga","TN-GA",243,226,4,6,7,5
"Cheyenne","WY",75,56,0,4,15,5
"Chicago-Naperville-Joliet","IL-IN-WI",4883,3189,72,227,1395,5
"Chico","CA",110,110,0,0,0,5
"Cincinnati-Middletown","OH-KY-IN",1114,876,8,49,181,5
"Clarksville","TN-KY",195,183,0,0,12,5
"Cleveland","TN",71,67,4,0,0,5
"Cleveland-Elyria-Mentor","OH",509,472,8,14,15,5
"Coeur dAlene","ID",206,177,8,0,21,5
"College Station-Bryan","TX",84,76,8,0,0,5
"Colorado Springs","CO",525,485,4,24,12,5
"Columbia","MO",98,90,8,0,0,5
"Columbia","SC",773,555,4,0,214,5
"Columbus","GA-AL",217,183,0,6,28,5
"Columbus","IN",27,27,0,0,0,5
"Columbus","OH",750,587,28,63,72,5
"Corpus Christi","TX",185,156,6,0,23,5
"Corvallis","OR",16,16,0,0,0,5
"Cumberland","MD-WV",9,9,0,0,0,5
"Dallas-Fort Worth-Arlington","TX",5311,4336,32,20,923,5
"Dalton","GA",83,69,2,3,9,5
"Danville","IL",0,0,0,0,0,5
"Danville","VA",21,21,0,0,0,5
"Davenport-Moline-Rock Island","IA-IL",64,62,2,0,0,5
"Dayton","OH",169,155,2,0,12,5
"Decatur","AL",30,30,0,0,0,5
"Decatur","IL",3,3,0,0,0,5
"Deltona-Daytona Beach-Ormond Beach","FL",426,356,0,0,70,5
"Denver-Aurora","CO",2027,1477,0,19,531,5
"Des Moines-West Des Moines","IA",393,386,2,0,5,5
"Detroit-Warren-Livonia","MI",1040,941,22,38,39,5
"Dothan","AL",50,43,0,0,7,5
"Dover","DE",292,152,0,8,132,5
"Dubuque","IA",33,31,2,0,0,5
"Duluth","MN-WI",90,77,4,4,5,5
"Durham","NC",400,386,0,4,10,5
"Eau Claire","WI",102,88,14,0,0,5
"El Centro","CA",116,103,0,3,10,5
"El Paso","TX",278,270,0,8,0,5
"Elizabethtown","KY",69,63,6,0,0,5
"Elkhart-Goshen","IN",75,75,0,0,0,5
"Elmira","NY",4,4,0,0,0,5
"Erie","PA",79,43,2,4,30,5
"Eugene-Springfield","OR",153,149,4,0,0,5
"Evansville","IN-KY",110,90,0,0,20,5
"Fairbanks","AK",40,40,0,0,0,5
"Fargo","ND-MN",247,137,0,4,106,5
"Farmington","NM",52,52,0,0,0,5
"Fayetteville","NC",389,341,0,0,48,5
"Fayetteville-Springdale-Rogers","AR-MO",356,279,24,14,39,5
"Flagstaff","AZ",57,30,0,0,27,5
"Flint","MI",57,57,0,0,0,5
"Florence","SC",77,77,0,0,0,5
"Florence-Muscle Shoals","AL",25,25,0,0,0,5
"Fond du Lac","WI",20,12,8,0,0,5
"Fort Collins-Loveland","CO",185,141,10,0,34,5
"Fort Smith","AR-OK",57,51,6,0,0,5
"Fort Walton Beach-Crestview-Destin","FL",118,88,0,0,30,5
"Fort Wayne","IN",233,138,6,9,80,5
"Fresno","CA",467,341,6,6,114,5
"Gadsden","AL",39,15,0,0,24,5
"Gainesville","FL",141,107,2,0,32,5
"Gainesville","GA",129,129,0,0,0,5
"Glens Falls","NY",92,57,0,35,0,5
"Goldsboro","NC",49,49,0,0,0,5
"Grand Forks","ND-MN",60,30,0,3,27,5
"Grand Junction","CO",140,128,4,0,8,5
"Grand Rapids-Wyoming","MI",335,309,2,6,18,5
"Great Falls","MT",21,21,0,0,0,5
"Greeley","CO",336,318,2,0,16,5
"Green Bay","WI",157,136,4,0,17,5
"Greensboro-High Point","NC",534,469,2,0,63,5
"Greenville","NC",189,129,10,0,50,5
"Greenville","SC",494,494,0,0,0,5
"Gulfport-Biloxi","MS",458,412,32,6,8,5
"Hagerstown-Martinsburg","MD-WV",175,169,6,0,0,5
"Hanford-Corcoran","CA",56,56,0,0,0,5
"Harrisburg-Carlisle","PA",141,141,0,0,0,5
"Harrisonburg","VA",69,69,0,0,0,5
"Hartford-West Hartford-East Hartford","CT",245,199,4,0,42,5
"Hattiesburg","MS",14,14,0,0,0,5
"Hickory-Lenoir-Morganton","NC",147,145,2,0,0,5
"Hinesville-Fort Stewart","GA",1,1,0,0,0,5
"Holland-Grand Haven","MI",112,105,0,0,7,5
"Honolulu","HI",134,134,0,0,0,5
"Hot Springs","AR",13,13,0,0,0,5
"Houma-Bayou Cane-Thibodaux","LA",53,53,0,0,0,5
"Houston-Sugar Land-Baytown","TX",7605,6299,34,121,1151,5
"Huntington-Ashland","WV-KY-OH",6,6,0,0,0,5
"Huntsville","AL",418,418,0,0,0,5
"Idaho Falls","ID",163,155,0,8,0,5
"Indianapolis-Carmel","IN",1088,934,44,32,78,5
"Iowa City","IA",102,50,10,0,42,5
"Ithaca","NY",16,6,0,0,10,5
"Jackson","MI",68,28,0,0,40,5
"Jackson","MS",318,318,0,0,0,5
"Jackson","TN",68,64,4,0,0,5
"Jacksonville","FL",2131,1106,64,36,925,5
"Jacksonville","NC",198,178,20,0,0,5
"Janesville","WI",77,49,4,3,21,5
"Jefferson City","MO",33,18,2,3,10,5
"Johnson City","TN",94,89,0,0,5,5
"Johnstown","PA",4,4,0,0,0,5
"Jonesboro","AR",62,60,2,0,0,5
"Joplin","MO",19,19,0,0,0,5
"Kalamazoo-Portage","MI",78,76,2,0,0,5
"Kankakee-Bradley","IL",17,17,0,0,0,5
"Kansas City","MO-KS",1226,891,76,104,155,5
"Kennewick-Richland-Pasco","WA",176,152,2,10,12,5
"Killeen-Temple-Fort Hood","TX",378,212,38,0,128,5
"Kingsport-Bristol-Bristol","TN-VA",80,75,0,0,5,5
"Kingston","NY",33,31,2,0,0,5
"Knoxville","TN",433,425,4,4,0,5
"Kokomo","IN",9,9,0,0,0,5
"La Crosse","WI-MN",56,35,0,8,13,5
"Lafayette","IN",90,90,0,0,0,5
"Lafayette","LA",173,158,0,0,15,5
"Lake Charles","LA",32,25,2,0,5,5
"Lakeland","FL",680,661,6,8,5,5
"Lancaster","PA",108,96,2,0,10,5
"Lansing-East Lansing","MI",105,91,0,0,14,5
"Laredo","TX",190,164,2,8,16,5
"Las Cruces","NM",334,183,2,0,149,5
"Las Vegas-Paradise","NV",3469,2338,0,76,1055,5
"Lawrence","KS",128,56,0,0,72,5
"Lawton","OK",26,24,2,0,0,5
"Lebanon","PA",53,53,0,0,0,5
"Lewiston","ID-WA",8,6,2,0,0,5
"Lewiston-Auburn","ME",29,27,2,0,0,5
"Lexington-Fayette","KY",429,372,4,4,49,5
"Lima","OH",4,4,0,0,0,5
"Lincoln","NE",126,110,4,0,12,5
"Little Rock-North Little Rock","AR",254,246,8,0,0,5
"Logan","UT-ID",79,63,0,3,13,5
"Longview","TX",28,28,0,0,0,5
"Longview","WA",36,36,0,0,0,5
"Los Angeles-Long Beach-Santa Ana","CA",2615,1344,50,58,1163,5
"Louisville-Jefferson County","KY-IN",707,588,0,23,96,5
"Lubbock","TX",134,116,18,0,0,5
"Lynchburg","VA",128,128,0,0,0,5
"Macon","GA",74,74,0,0,0,5
"Madera","CA",107,107,0,0,0,5
"Madison","WI",297,214,16,13,54,5
"Manchester-Nashua","NH",107,103,4,0,0,5
"Mansfield","OH",27,17,2,3,5,5
"McAllen-Edinburg-Mission","TX",758,686,14,48,10,5
"Medford","OR",146,117,6,0,23,5
"Memphis","TN-MS-AR",1522,927,0,0,595,5
"Merced","CA",361,361,0,0,0,5
"Miami-Fort Lauderdale-Miami Beach","FL",3191,1250,56,33,1852,5
"Michigan City-La Porte","IN",28,28,0,0,0,5
"Midland","TX",50,50,0,0,0,5
"Milwaukee-Waukesha-West Allis","WI",462,267,14,10,171,5
"Minneapolis-St. Paul-Bloomington","MN-WI",1566,1351,12,12,191,5
"Missoula","MT",26,26,0,0,0,5
"Mobile","AL",249,183,2,48,16,5
